domain,schdomain,ukdomain,county,urns
lilycroftprimaryschool.co.uk,0,1,,"{143572,107213}"
lilylane.manchester.sch.uk,1,1,manchester,{105424}
limbrickwood.co.uk,0,1,,{133475}
limehouseschool.co.uk,0,1,,{112442}
limehursthigh.leics.sch.uk,1,1,leics,{120243}
limehurst.oldham.sch.uk,1,1,oldham,{105638}
limehurst.org.uk,0,1,,{137367}
limesfarminf.co.uk,0,1,,{114962}
limesfarmjuniorschool.co.uk,0,1,,{114932}
limetree.kingston.sch.org,0,0,,{137575}
limetreeschool.org,0,0,,{139557}
limetree.trafford.sch.uk,1,1,trafford,{140877}
limewalk.herts.sch.uk,1,1,herts,{117333}
limingtonhouse.hants.sch.uk,1,1,hants,{116614}
limpsfield.ik.org,0,0,,{107040}
limpsfield.surrey.sch.uk,1,1,surrey,{125191}
linacreprimary.co.uk,0,1,,{104853}
linakerschool.co.uk,0,1,,{104864}
lincewood.essex.sch.uk,1,1,essex,{134022}
linchfield.lincs.sch.uk,1,1,lincs,{120499}
lincmiddle.freeserve.co.uk,0,1,,{109708}
lincolncarltonacademy.com,0,0,,{138970}
lincolncastleacademy.co.uk,0,1,,"{136537,136870}"
lincolncollege.ac.uk,0,1,,{130762}
lincolngardens.net,0,0,,{133700}
lincolnminsterschool.co.uk,0,1,,{120724}
lincolnshire.schooljotter.com,0,0,,{118041}
lincolnstgilesnursery.co.uk,0,1,,{120365}
lincolnutc.co.uk,0,1,,{140950}
lincroftschool.co.uk,0,1,,{136471}
lincstlc.lincs.sch.uk,1,1,lincs,{137824}
lindale.cumbria.sch.uk,1,1,cumbria,{112286}
lindalmarton.com,0,0,,{112193}
linden-bridge.surrey.sch.uk,1,1,surrey,{125475}
linden.leicester.sch.uk,1,1,leicester,{120068}
lindenlodge.wandsworth.sch.uk,1,1,wandsworth,{101093}
lindenprimary.co.uk,0,1,,{115483}
lindenroadacademy.co.uk,0,1,,{141408}
lindenroadprimary.co.uk,0,1,,{106221}
lindens.walsall.sch.uk,1,1,walsall,{104212}
linden.thesharedlearningtrust.org.uk,0,1,,{137324}
lindfieldprimaryacademy.org,0,0,,{142291}
lindhead.n-yorks.sch.uk,1,1,n-yorks,{121362}
lindisfarne.northumberland.sch.uk,1,1,northumberland,{122347}
lindleyinfantsch.org.uk,0,1,,"{107731,141057}"
lindleyjun.kgfl.digitalbrain.com,0,0,,{107632}
lindleyjun.org.uk,0,1,,{137519}
lindonbennettschool.co.uk,0,1,,{102556}
lindow.cheshire.sch.uk,1,1,cheshire,{111031}
lindridgeschool.com,0,0,,{116895}
lindsworth.com,0,0,,{103632}
lingbobschool.ik.org,0,0,,{107497}
lingeyhouseprimary.org,0,0,,{108360}
lingfieldprimary.co.uk,0,1,,{111596}
lingfieldprimaryschool.com,0,0,,{125124}
linghamprimary.co.uk,0,1,,{105005}
ling-moor.lincs.sch.uk,1,1,lincs,"{138748,120397}"
lings-primary.co.uk,0,1,,{138955}
linkage.org.uk,0,1,,{131913}
linkprim.co.uk,0,1,,"{144851,133741}"
linksacademy.herts.sch.uk,1,1,herts,{139197}
linksesc.herts.sch.uk,1,1,herts,{130356}
links.merton.sch.uk,1,1,merton,{102635}
linsladelower.co.uk,0,1,,{109515}
linslademiddle.beds.sch.uk,1,1,beds,"{136766,109668}"
linst.ac.uk,0,1,,{133900}
linthorpeprimary.co.uk,0,1,,{134259}
linthwaite-ardron.org.uk,0,1,,{107740}
linthwaiteclough-kirklees.org.uk,0,1,,{107693}
lintonheights.cambs.sch.uk,1,1,cambs,"{143576,110672}"
lintoninfants.com,0,0,,{110832}
linton.northumberland.sch.uk,1,1,northumberland,{122199}
linton.n-yorks.sch.uk,1,1,n-yorks,{121337}
lintonpark.focus-school.com,0,0,,{134452}
lintonprimary.co.uk,0,1,,{112978}
linwood.bournemouth.sch.uk,1,1,bournemouth,{113961}
lionelprimaryschool.co.uk,0,1,,{102493}
lionelwalden.cambs.sch.uk,1,1,cambs,{110632}
lionwoodinfant.co.uk,0,1,,"{134956,144144}"
lionwoodjunior.co.uk,0,1,,"{120955,144146}"
lipaprimary.org,0,0,,{141103}
lipasixthformcollege.org,0,0,,{142891}
liphookjuniorschool.co.uk,0,1,,"{116330,116056}"
lipsonco-operativeacademy.coop,0,0,,{136668}
lipson.plymouth.sch.uk,1,1,plymouth,{113544}
liscard.wirral.sch.uk,1,1,wirral,{104994}
liskeard.cornwall.sch.uk,1,1,cornwall,"{144291,112061}"
lisle.ne-lincs.sch.uk,1,1,ne-lincs,"{137611,131964}"
lissinfantschool.co.uk,0,1,,{116021}
lissjunior.hants.sch.uk,1,1,hants,{115925}
lister.bradford.sch.uk,1,1,bradford,"{134053,143570}"
listerdale.org,0,0,,"{106865,141539}"
listerinfants.org.uk,0,1,,{104555}
lister.newham.sch.uk,1,1,newham,"{142647,102778}"
lit-bloxwich.walsall.sch.uk,1,1,walsall,{104222}
litcham.norfolk.sch.uk,1,1,norfolk,{121168}
litcham-pri.norfolk.sch.uk,1,1,norfolk,{120826}
litherland-high.sefton.sch.uk,1,1,sefton,"{141694,104951}"
litherlandmoss.co.uk,0,1,,{104875}
littleaston.staffs.sch.uk,1,1,staffs,{124127}
littlebollington.cheshire.sch.uk,1,1,cheshire,{111251}
littleborough.rochdale.sch.uk,1,1,rochdale,{105785}
littlebourne.kent.sch.uk,1,1,kent,{118657}
littlebowden.leics.sch.uk,1,1,leics,{119936}
littlechalfontprimaryschool.co.uk,0,1,,{110271}
littlecoates.ne-lincs.sch.uk,1,1,ne-lincs,"{117964,142969}"
littlecommon.e-sussex.sch.uk,1,1,e-sussex,{114429}
littledeanprimary.co.uk,0,1,,{115631}
little-dewchurch.hereford.sch.uk,1,1,hereford,{116828}
littledigmoor.lancs.sch.uk,1,1,lancs,{119297}
littleealing.com,0,0,,{101904}
littleeaton.derbyshire.sch.uk,1,1,derbyshire,{112580}
littlegaddesden.herts.sch.uk,1,1,herts,{117443}
little-gonerby.co.uk,0,1,,{138816}
littlegreenjuniorschool.co.uk,0,1,,{117132}
littlehadham.herts.sch.uk,1,1,herts,{117126}
littlehallingburyschool.co.uk,0,1,,{115182}
littleham.devon.sch.uk,1,1,devon,{113370}
littlehampton.w-sussex.sch.uk,1,1,w-sussex,{126082}
littleharrowdenprimary.net,0,0,,{121842}
littlehaven.w-sussex.sch.uk,1,1,w-sussex,{125837}
littleheath.coventry.sch.uk,1,1,coventry,{103647}
littleheath.herts.sch.uk,1,1,herts,{117567}
littleheath.org.uk,0,1,,{110063}
littleheatonce.co.uk,0,1,,{105812}
littlehill.leics.sch.uk,1,1,leics,"{142261,120093}"
little-hoole.lancsngfl.ac.uk,0,1,,{119156}
littlehorsted.e-sussex.sch.uk,1,1,e-sussex,{114557}
littleilford.newham.sch.uk,1,1,newham,{102776}
littlekingshillschool.co.uk,0,1,,{110244}
littleleighprimary.cheshire.sch.uk,1,1,cheshire,{111051}
little-lever.bolton.sch.uk,1,1,bolton,"{142296,105256}"
littlelondonprimaryschool.co.uk,0,1,,{107888}
littlemarlowschool.org.uk,0,1,,{110466}
littlemead.bristol.sch.uk,1,1,bristol,{138900}
littlemeltonprimaryschool.co.uk,0,1,,{120827}
little-milton.oxon.sch.uk,1,1,oxon,{123198}
littlemissendenschool.co.uk,0,1,,{110457}
littlemoor.oldham.sch.uk,1,1,oldham,{105642}
littlemunden.herts.sch.uk,1,1,herts,{117402}
littleover.derby.sch.uk,1,1,derby,{112956}
littleparndon.essex.sch.uk,1,1,essex,{140019}
littlepaxton.cambs.sch.uk,1,1,cambs,{110733}
littleplumstead.norfolk.sch.uk,1,1,norfolk,{121119}
littleport.cambs.sch.uk,1,1,cambs,{110637}
littlereddings.org.uk,0,1,,{137861}
littleridge.e-sussex.sch.uk,1,1,e-sussex,{114481}
littlestanionprimary.co.uk,0,1,,{135283}
littlestokeps.co.uk,0,1,,{131699}
littlesu.bham.sch.uk,1,1,bham,{103388}
littlesutton.cheshire.dbprimary.com,0,0,,{111275}
littlethurrock.thurrock.sch.uk,1,1,thurrock,{114839}
littletongreen.staffs.sch.uk,1,1,staffs,"{143898,124088}"
littleton.surrey.sch.uk,1,1,surrey,{125231}
littletown.devon.sch.uk,1,1,devon,{137732}
littletownschool.org.uk,0,1,,{107670}
little-waltham-school.co.uk,0,1,,{115175}
littleweightonrowleyprimary.co.uk,0,1,,{117990}
littleworth.outwood.com,0,0,,{143939}
littonprimary.co.uk,0,1,,{112886}
liv.ac.uk,0,1,,{133829}
liverpoolcollege.org.uk,0,1,,{139686}
liverpool.schooljotter.com,0,0,,{132176}
livingstone.tameside.sch.uk,1,1,tameside,{106210}
ljfs.org,0,0,,{139773}
ljg.leics.sch.uk,1,1,leics,{120099}
ljmu.ac.uk,0,1,,{133827}
ljs.hereford.sch.uk,1,1,hereford,{116704}
lkps.co.uk,0,1,,{105886}
llangrove.hmfa.org.uk,0,1,,{139313}
llanyrafonprimary.co.uk,0,1,,{401431}
lloydsacademy.org,0,0,,{136150}
llysfaenprimaryschool.co.uk,0,1,,{401619}
lmjs.lancs.sch.uk,1,1,lancs,{119400}
lmpsdorset.org,0,0,,{113670}
lns.org.uk,0,1,,{100642}
loatlands.ik.org,0,0,,{121910}
loatlandsprimary.net,0,0,,{140059}
lobleyhillprimaryschool.net,0,0,,{108369}
lochinverhouse.com,0,0,,{117643}
lockerleyprimary.co.uk,0,1,,{116363}
locking.n-somerset.sch.uk,1,1,n-somerset,"{109103,144926}"
locking-stumps.co.uk,0,1,,{111204}
lockingtonprimary.co.uk,0,1,,{118001}
locksheathinfant.com,0,0,,{115989}
locksheathjunior.com,0,0,,{115926}
locksley-school.org,0,0,,{120769}
lockwoodprimaryschool.co.uk,0,1,,{111533}
lockyersmid.dorset.sch.uk,1,1,dorset,{113862}
loddingtonschool.org.uk,0,1,,{141461}
loddiswellprimaryschool.co.uk,0,1,,{113207}
loddoninfant.org.uk,0,1,,{109862}
loddonprimary.co.uk,0,1,,{131192}
loddonprimaryfederation.co.uk,0,1,,"{121203,121192}"
lodeheathschool.co.uk,0,1,,{137008}
lode-heath.solihull.sch.uk,1,1,solihull,{104113}
loders.dorset.sch.uk,1,1,dorset,"{142046,113773}"
lodgefarm.herts.sch.uk,1,1,herts,{132091}
lodgelaneschool.co.uk,0,1,,"{120986,143988}"
lodgeparkacademy.co.uk,0,1,,{139060}
lodgepark.org.uk,0,1,,{122118}
lodgeprimaryschool.co.uk,0,1,,{103969}
lodgeschool.co.uk,0,1,,{101827}
lofthousegate.outwood.com,0,0,,{140085}
lomeshaye.lancs.sch.uk,1,1,lancs,{119177}
lon.ac.uk,0,1,,{133904}
londonacademy.org.uk,0,1,,{134798}
londonbunka.com,0,0,,{131755}
londonchristianschool.com,0,0,,{135409}
londoncolney.herts.sch.uk,1,1,herts,{117146}
londonenterpriseacademy.org,0,0,,{141133}
londonfields.hackney.sch.uk,1,1,hackney,{100230}
londonislamicschool.org,0,0,,{132797}
londonmeedprimary.co.uk,0,1,,{125931}
londonmet.ac.uk,0,1,,{133816}
london-oratory.org,0,0,,"{100365,137157}"
londonsteinerschool.org,0,0,,{101073}
londontutorialcollege.com,0,0,,{143425}
lonesomeprimaryschool.co.uk,0,1,,{102636}
longbarnschool.co.uk,0,1,,{111200}
longbenningtonacademy.co.uk,0,1,,{138057}
longbenningtonprimary.com,0,0,,{120529}
longbenton.org.uk,0,1,,{108645}
longboroughpri.ik.org,0,0,,{115632}
longbuckbyinfantschool.org.uk,0,1,,{121844}
longbuckbyjunior.co.uk,0,1,,{121843}
longcausespecialschool.com,0,0,,{113650}
longclawson.leics.sch.uk,1,1,leics,{120141}
longcloseschool.co.uk,0,1,,{110162}
longcot-and-fernham.oxon.digitalbrain.com,0,0,,{123152}
longcotandfernhamschool.co.uk,0,1,,{140283}
longcrendon.bucks.sch.uk,1,1,bucks,{110338}
longcroft.eriding.net,0,0,,{118073}
longdean.herts.sch.uk,1,1,herts,{117523}
longdendale.tameside.sch.uk,1,1,tameside,"{106267,144579}"
longden.shropshire.sch.uk,1,1,shropshire,{123546}
longdittonstmarysschool.co.uk,0,1,,{125180}
longditton.surrey.sch.uk,1,1,surrey,{124966}
longeaton.derbyshire.sch.uk,1,1,derbyshire,{136716}
longfieldacademy.org,0,0,,{135630}
longfield.darlington.sch.uk,1,1,darlington,{114322}
longfield.leics.sch.uk,1,1,leics,{120308}
longfieldprimaryschool.co.uk,0,1,,{102199}
longfields.eschools.co.uk,0,1,,{123008}
longfieldtrust.org.uk,0,1,,{138628}
longfield.uk.com,0,0,,{137222}
longfleet.poole.sch.uk,1,1,poole,{142973}
longford.derbyshire.sch.uk,1,1,derbyshire,{112835}
longford.hounslow.sch.uk,1,1,hounslow,{102534}
longfordpark.coventry.sch.uk,1,1,coventry,{103648}
longford.staffs.sch.uk,1,1,staffs,{124074}
longford.trafford.sch.uk,1,1,trafford,{106392}
longford.wilts.sch.uk,1,1,wilts,{126304}
longfurlongprimaryschool.org.uk,0,1,,{123085}
longhill.org.uk,0,1,,{114581}
longhillprimary.org.uk,0,1,,{140245}
longhorsley-st-helens.northumberland.sch.uk,1,1,northumberland,{122283}
longhoughton.northumberland.sch.uk,1,1,northumberland,{122277}
longitchingtonprimary.co.uk,0,1,,{130874}
longlands.bexley.sch.uk,1,1,bexley,{101429}
longlands.herts.sch.uk,1,1,herts,{117326}
longlandsprimaryschol.co.uk,0,1,,{141368}
longlandsprimaryschool.co.uk,0,1,,{123423}
longlane.derbyshire.sch.uk,1,1,derbyshire,{112846}
longlane.w-berks.sch.uk,1,1,w-berks,{109853}
longlawfordprimaryschool.com,0,0,,{125570}
longleaze.wilts.sch.uk,1,1,wilts,{126262}
longleeprimary.org.uk,0,1,,{107265}
longlevensinfantschool.co.uk,0,1,,{115498}
longlevensjuniorschool.co.uk,0,1,,{115496}
longmanshill.co.uk,0,1,,{121460}
longmarston.herts.sch.uk,1,1,herts,{117459}
longmarston.n-yorks.sch.uk,1,1,n-yorks,{121575}
longmartoncommunityschool.co.uk,0,1,,{112182}
long-mead.kent.sch.uk,1,1,kent,{118575}
longmeadow.herts.sch.uk,1,1,herts,{135083}
longmeadow.milton-keynes.sch.uk,1,1,milton-keynes,{132787}
longmeadow.shropshire.sch.uk,1,1,shropshire,{123531}
longmelfordprimaryschool.co.uk,0,1,,{124707}
longmoor.bham.sch.uk,1,1,bham,{103631}
longmoorcps.co.uk,0,1,,{133334}
longmoorprimary.com,0,0,,{112585}
longney.gloucs.sch.uk,1,1,gloucs,"{142434,115634}"
longnor.shropshire.sch.uk,1,1,shropshire,{123482}
longparish.hants.sch.uk,1,1,hants,{116364}
longpreston.n-yorks.sch.uk,1,1,n-yorks,{121631}
longridge-ce.lancsngfl.ac.uk,0,1,,{119568}
longridge.lancsngfl.ac.uk,0,1,,{119808}
longridings-pri.org.uk,0,1,,{114902}
longroad.ac.uk,0,1,,{130616}
longrow.derbyshire.sch.uk,1,1,derbyshire,{112785}
longroyde.weebly.com,0,0,,{107501}
longsands.cambs.sch.uk,1,1,cambs,"{136992,110905}"
longsandscp.org.uk,0,1,,{130261}
longshawinfants.co.uk,0,1,,{119125}
longshawjunior.org,0,0,,{119119}
longshawprimaryschool.com,0,0,,{103035}
longsightcp.com,0,0,,{139790}
longslade.leics.sch.uk,1,1,leics,"{120261,141873}"
longstone.derbyshire.sch.uk,1,1,derbyshire,{112887}
longstrattonmiddle.norfolk.sch.uk,1,1,norfolk,{121045}
longsutton.hants.sch.uk,1,1,hants,{116298}
longsutton.lincs.sch.uk,1,1,lincs,{120416}
longsuttonprimaryschool.co.uk,0,1,,{123835}
longthorpe.peterborough.sch.uk,1,1,peterborough,{110736}
longtonhigh.org.uk,0,1,,{124386}
longton.lancs.sch.uk,1,1,lancs,{119350}
longtonlanecpschool.org.uk,0,1,,{104777}
longton-st-oswalds.lancs.sch.uk,1,1,lancs,{119637}
longtownprimary.cumbria.sch.uk,1,1,cumbria,{133387}
longvernal.com,0,0,,"{109107,142942}"
longwellgreenprimaryschool.co.uk,0,1,,{109030}
longwhattonschool.org,0,0,,{120142}
longwick.bucks.sch.uk,1,1,bucks,{110432}
longwill.bham.sch.uk,1,1,bham,{103603}
long-wittenham.oxon.sch.uk,1,1,oxon,{123153}
longwood.staffs.sch.uk,1,1,staffs,{124104}
longworthprimaryschool.uk,0,1,,{123154}
lonsdale.herts.sch.uk,1,1,herts,{117679}
lonsdale.staffs.sch.uk,1,1,staffs,"{143351,124296}"
looe.cornwall.sch.uk,1,1,cornwall,"{137839,112062}"
looeprimary.co.uk,0,1,,{140020}
loose-infant.kent.sch.uk,1,1,kent,{118499}
loose-primary.kent.sch.uk,1,1,kent,{141075}
lordblytonprimaryschool.co.uk,0,1,,{108700}
lordderamores.com,0,0,,{121536}
lordderbyacademy.thedeantrust.co.uk,0,1,,{140412}
lordgrey.org.uk,0,1,,{110531}
lordlawson.org.uk,0,1,,"{137942,108403}"
lordscudamore.hereford.sch.uk,1,1,hereford,{116683}
lordscudamore.hmfa.org.uk,0,1,,{136761}
lordsgateschool.co.uk,0,1,,{119481}
lordshipfarm.herts.sch.uk,1,1,herts,{117330}
lordshiplaneprimary.co.uk,0,1,,{131595}
lordsilkin.co.uk,0,1,,{123582}
lordsschool.co.uk,0,1,,{105269}
lordstreetprimary.com,0,0,,{119171}
lordstreetprimaryschool.co.uk,0,1,,{105179}
lordswoodboys.bham.sch.uk,1,1,bham,{103484}
lordswoodboys.co.uk,0,1,,{139157}
lordswoodgirls.bham.sch.uk,1,1,bham,{103485}
lordswoodgirls.co.uk,0,1,,{136592}
lordswood-gst.org,0,0,,{140186}
lordswoodinf.medway.sch.uk,1,1,medway,{118446}
lordswood-jun.medway.sch.uk,1,1,medway,{118475}
lordwilliams.oxon.sch.uk,1,1,oxon,"{138667,123268}"
lorenden.org,0,0,,{119014}
loretochorlton.org,0,0,,{105574}
loretogrammar.co.uk,0,1,,{138464}
loreto.herts.sch.uk,1,1,herts,"{117558,138106}"
loretoprep.org.uk,0,1,,{106387}
lorton.cumbria.sch.uk,1,1,cumbria,"{143781,112133}"
loscoe.derbyshire.sch.uk,1,1,derbyshire,{112828}
loseleyfields.com,0,0,,"{134828,143625}"
los-infants.co.uk,0,1,,{116180}
lostock.bolton.sch.uk,1,1,bolton,{105174}
lostock-com.lancsngfl.ac.uk,0,1,,{119755}
lostockgralam.cheshire.sch.uk,1,1,cheshire,{111289}
lostockhallacademy.org,0,0,,{137111}
lostock-hall.lancsngfl.ac.uk,0,1,,{119159}
lostockhallprimary.co.uk,0,1,,{111156}
lostock.trafford.sch.uk,1,1,trafford,{106365}
lostwithiel.cornwall.sch.uk,1,1,cornwall,"{142241,111916}"
lothersdale.n-yorks.sch.uk,1,1,n-yorks,"{142201,121409}"
loudwater.bucks.sch.uk,1,1,bucks,{110524}
loughborough-pri.leics.sch.uk,1,1,leics,{120233}
loughborough-primary.co.uk,0,1,,{140911}
loughboroughprimarylambeth.org.uk,0,1,,{133584}
loughtonmanorfirstschool.co.uk,0,1,,{131348}
loughton.milton-keynes.sch.uk,1,1,milton-keynes,"{110390,139861}"
loundacademy.co.uk,0,1,,"{139863,139862}"
loundinfant.ik.org,0,0,,{107062}
lourdes.brent.sch.uk,1,1,brent,{101545}
lovelace.kingston.sch.uk,1,1,kingston,{102583}
loverslane.notts.sch.uk,1,1,notts,{122595}
lovingtonschool.co.uk,0,1,,{123766}
lowash.bradford.sch.uk,1,1,bradford,{107272}
lowbentham.n-yorks.sch.uk,1,1,n-yorks,{121381}
lowbrookacademy.co.uk,0,1,,{136712}
lowbrook.windsor-maidenhead.sch.uk,1,1,windsor-maidenhead,{109900}
lowdhamprimaryschool.co.uk,0,1,,{122806}
lowedgesacademy.org,0,0,,{141102}
lowercroft.co.uk,0,1,,{105295}
lowerdarwenprimary.co.uk,0,1,,{119120}
lowerfarmprimaryschool.co.uk,0,1,,{104169}
lowerfields.bradford.sch.uk,1,1,bradford,{132182}
lowerheath.com,0,0,,{123483}
lowerhousejuniorschool.co.uk,0,1,,{119215}
lowerhousesschool.co.uk,0,1,,{107698}
lowermeadow.co.uk,0,1,,{133484}
lowerpark.cheshire.sch.uk,1,1,cheshire,{111023}
lowerpeover.cheshire.sch.uk,1,1,cheshire,{111337}
lowerplace.net,0,0,,{105777}
lowerwortley-pri.leeds.sch.uk,1,1,leeds,{107972}
lowestoftsfc.ac.uk,0,1,,{136255}
loweswong-inf.notts.sch.uk,1,1,notts,{122676}
loweswong-jun.notts.sch.uk,1,1,notts,{122769}
lowfield-primary-school.com,0,0,,{106997}
lowfields-junior.lincs.sch.uk,1,1,lincs,{120439}
low-furness-primary-school.co.uk,0,1,,{112299}
lowgate.northumberland.sch.uk,1,1,northumberland,{122204}
lowhillnursery.co.uk,0,1,,{104278}
lowickholyislandschools.org.uk,0,1,,{122294}
lowickschool.org.uk,0,1,,{131221}
lowmoor.bradford.sch.uk,1,1,bradford,{107307}
lowther.cumbria.sch.uk,1,1,cumbria,{112342}
lowther.richmond.sch.uk,1,1,richmond,{102892}
lowtonhs.wigan.sch.uk,1,1,wigan,{137783}
lowtonprimary.wigan.sch.uk,1,1,wigan,{106421}
lowtonstcatherines.co.uk,0,1,,{106507}
lowtonstmarysceprimary.net,0,0,,{106486}
lowtonwest.wigan.sch.uk,1,1,wigan,{106428}
loxdaleprimaryschool.uk,0,1,,{104315}
loxford.net,0,0,,{140475}
loxleyschool.com,0,0,,{107049}
loxley.schools.uk.com,0,0,,{125639}
loxwoodschool.com,0,0,,{125845}
loyneschool.org.uk,0,1,,{119892}
lpgs.bromley.sch.uk,1,1,bromley,"{137006,101678}"
lpsb.org.uk,0,1,,{136586}
lps.leicester.sch.uk,1,1,leicester,{131535}
lpw.org.uk,0,1,,{137583}
lrgs.org.uk,0,1,,"{119810,136742}"
lse.ac.uk,0,1,,{133910}
lsg.sch.ae,0,0,,{132600}
lshs.org.uk,0,1,,{121160}
lshtm.ac.uk,0,1,,{133903}
lsj.org.uk,0,1,,{132247}
lsmchs.com,0,0,,{119816}
lsst.lincs.sch.uk,1,1,lincs,{120721}
lts.org.uk,0,1,,{122376}
lubavitchschool.com,0,0,,{138241}
lubavitchseniorgirls.com,0,0,,{138143}
lubbinspark.essex.sch.uk,1,1,essex,{114891}
lubenham.leics.sch.uk,1,1,leics,"{139864,120143}"
luckingtonschool.co.uk,0,1,,{126200}
luckwell.bristol.sch.uk,1,1,bristol,{108944}
luddenden-ce.org.uk,0,1,,{107541}
luddendenfoot.org.uk,0,1,,{137699}
luddenham.kent.sch.uk,1,1,kent,"{118342,138034}"
luddington-school.org.uk,0,1,,{117740}
ludford.info,0,0,,{120575}
ludgershallcastle.wilts.sch.uk,1,1,wilts,{126489}
ludgvan.cornwall.sch.uk,1,1,cornwall,{137466}
ludham.norfolk.sch.uk,1,1,norfolk,{120830}
ludlow-inf.shropshire.sch.uk,1,1,shropshire,"{143800,123379}"
ludlow-inf.southampton.sch.uk,1,1,southampton,{116099}
ludlowjunior.org.uk,0,1,,{139027}
ludlowjuniorschool.co.uk,0,1,,"{123426,143801}"
ludlow-jun.southampton.sch.uk,1,1,southampton,{116098}
ludlowlive.net,0,0,,{138625}
ludlowschool.com,0,0,,"{123587,144435}"
ludwell.wilts.sch.uk,1,1,wilts,{126271}
ludworth.org.uk,0,1,,{106057}
ludworthprimaryschool.co.uk,0,1,,{114126}
lugwardine.hereford.sch.uk,1,1,hereford,{138035}
lulworthwinfrith.dorset.sch.uk,1,1,dorset,"{113770,135323,113769}"
lumbertubs.co.uk,0,1,,{138494}
lumhead.stockport.sch.uk,1,1,stockport,{106093}
lumley.durham.sch.uk,1,1,durham,{114002}
lunsford.kent.sch.uk,1,1,kent,{118516}
luston.hereford.sch.uk,1,1,hereford,{116707}
lutley.dudley.sch.uk,1,1,dudley,"{103804,143783}"
lutoninf.medway.sch.uk,1,1,medway,{118319}
lutonjuniorschool.co.uk,0,1,,{118318}
lutonsfc.ac.uk,0,1,,{130600}
lutterworthcollege.com,0,0,,{138150}
lutterworthhigh.co.uk,0,1,,{137115}
lutterworthhigh.leics.sch.uk,1,1,leics,{120244}
luttons.n-yorks.sch.uk,1,1,n-yorks,{121454}
luttonstnicholas.createprimary.net,0,0,,{120421}
luxulyan.eschools.co.uk,0,1,,"{142712,111917}"
lvc.org,0,0,,"{136442,110862}"
lvhs.org.uk,0,1,,"{144084,102050}"
lvps.org.uk,0,1,,{113298}
lvs-oxford.org.uk,0,1,,{141208}
lyceumschool.co.uk,0,1,,{131343}
lydallsnurseryschool.co.uk,0,1,,{122972}
lydbrook.gloucs.sch.uk,1,1,gloucs,{115531}
lydden.kent.sch.uk,1,1,kent,{118400}
lydd.kent.sch.uk,1,1,kent,{141660}
lydeardstlawrenceprimary.co.uk,0,1,,{123702}
lydegreen.org.uk,0,1,,{141513}
lydford-primary.co.uk,0,1,,{113257}
lydgatejunior.co.uk,0,1,,{106998}
lydgateprimary.kgfl.dbprimary.com,0,0,,{107678}
lydiardmillicentcofe.wilts.sch.uk,1,1,wilts,"{126337,142293}"
lydiardparkacademy.org.uk,0,1,,{137264}
lydiateprimary.co.uk,0,1,,{104891}
lydneycofe.co.uk,0,1,,{115635}
lydney.net,0,0,,{115732}
lyme.st-helens.sch.uk,1,1,st-helens,{104776}
lymingeprimaryschool.co.uk,0,1,,{118679}
lymington-inf.hants.sch.uk,1,1,hants,{116365}
lymingtonjuniorschool.org,0,0,,{116051}
lyminster.w-sussex.sch.uk,1,1,w-sussex,{125927}
lymmhigh.co.uk,0,1,,{111448}
lymmhigh.org.uk,0,1,,{138732}
lympne.kent.sch.uk,1,1,kent,{118680}
lympstone-primary.devon.sch.uk,1,1,devon,{113358}
lynchhillschool.co.uk,0,1,,{109933}
lyncrestprimary.net,0,0,,{121922}
lyndhursthouse.co.uk,0,1,,{100072}
lyndhurst.oldham.sch.uk,1,1,oldham,"{142471,105632}"
lyndhurstprimary.co.uk,0,1,,{106192}
lyndhurst-school.co.uk,0,1,,{125960}
lyndhurstweb.com,0,0,,{100802}
lyndongi.bham.sch.uk,1,1,bham,{103229}
lyndon.solihull.sch.uk,1,1,solihull,{104114}
lynehamprimary.co.uk,0,1,,{135177}
lyneschool.com,0,0,,{125137}
lyngfordpark.somerset.sch.uk,1,1,somerset,{123715}
lynghallschool.co.uk,0,1,,"{103733,142960}"
lyng.norfolk.sch.uk,1,1,norfolk,{121102}
lyng.sandwell.sch.uk,1,1,sandwell,{103968}
lynnfieldschool.org.uk,0,1,,{111590}
lynngroveacademy.org.uk,0,1,,{137541}
lynsted-norton.kent.sch.uk,1,1,kent,"{118343,137467}"
lyonshall.essex.sch.uk,1,1,essex,"{138028,131207}"
lyppardgrange.worcs.sch.uk,1,1,worcs,"{144580,131274}"
lysander.warrington.sch.uk,1,1,warrington,{111438}
lytchett.org.uk,0,1,,{113863}
lythamhigh.lancs.sch.uk,1,1,lancs,{119740}
lytheschool.co.uk,0,1,,{121507}
mabe.cornwall.sch.uk,1,1,cornwall,"{111855,143170}"
mabel-prichard.oxon.sch.uk,1,1,oxon,{123339}
mablaneprimary.co.uk,0,1,,{131480}
mablethorpe.lincs.sch.uk,1,1,lincs,{120460}
mablethorpeprimaryacademy.org,0,0,,{138445}
mablinslaneschool.co.uk,0,1,,{111216}
mabscross.co.uk,0,1,,{106405}
macaulaycofeschool.co.uk,0,1,,{100612}
macaulayjunior.sch.dccl.net,0,0,,{117949}
macchigh.cheshire.sch.uk,1,1,cheshire,{111465}
macclesfieldacademy.org,0,0,,{137064}
macintyrecharity.org,0,0,,{110564}
mackiehill.co.uk,0,1,,{108211}
macmillan-academy.org.uk,0,1,,{130908}
macmillan-ctc.org.uk,0,1,,{111772}
