domain,schdomain,ukdomain,county,urns
madani.leicester.sch.uk,1,1,leicester,"{138869,129645}"
madeleyacademy.com,0,0,,{135149}
madeleyacademy.co.uk,0,1,,{123581}
madeleyhigh.org,0,0,,{140154}
madeleyhighschool.co.uk,0,1,,{124410}
madginfordprimaryschool.co.uk,0,1,,{118488}
madleybrook.org,0,0,,{134136}
madleyprimaryschool.co.uk,0,1,,{116708}
madnimuslimgirls.org.uk,0,1,,{107794}
madnitrust.com,0,0,,{131119}
madrid-chamartin.kingscollegeschools.org,0,0,,{141433}
madrid-soto.kingscollegeschools.org,0,0,,{133016}
magdalencourtschool.co.uk,0,1,,{113623}
magdalengates.norfolk.sch.uk,1,1,norfolk,{120932}
magdalen.northants.sch.uk,1,1,northants,"{139158,122094}"
magdalenvillageschool.co.uk,0,1,,{120892}
magdalenwainfleet.co.uk,0,1,,{140185}
maghullhigh.com,0,0,,{137520}
magnacarta.surrey.sch.uk,1,1,surrey,"{137116,125258}"
magnusacademy.co.uk,0,1,,{140549}
magnuscofe.notts.sch.uk,1,1,notts,{131360}
maharishischool.com,0,0,,{137498}
maidenbeech.net,0,0,,{137118}
maidenbowerinfantschool.org.uk,0,1,,{125962}
maidenbowerjunior.co.uk,0,1,,{131603}
maidenerleghschool.co.uk,0,1,,{136637}
maidenhallprimary.co.uk,0,1,,{109546}
maidenhill.gloucs.sch.uk,1,1,gloucs,{115775}
maidensbridge.net,0,0,,{103779}
maidsmoreton.bucks.sch.uk,1,1,bucks,{110438}
maidstoneinfants.org.uk,0,1,,{124581}
maidwellprimary.net,0,0,,{121845}
mail.brent.kent.sch.uk,1,1,brent,{118589}
mail.sandgate.cumbria.sch.uk,1,1,sandgate,{112465}
main.heasandfordps.co.uk,0,1,,{119261}
malbank.com,0,0,,{111419}
malboroughprimaryschool.co.uk,0,1,,{113399}
malbrghi.bham.sch.uk,1,1,bham,{103232}
malcolmarnoldacademy.co.uk,0,1,,{136201}
malcolmarnoldprep.co.uk,0,1,,{140946}
malcolm.bromley.sch.uk,1,1,bromley,{101629}
malcolmsargentschool.co.uk,0,1,,"{137680,120672}"
maldenmanor.kingston.sch.uk,1,1,kingston,{102581}
maldenparochial.co.uk,0,1,,{102587}
maldoncourtschool.org,0,0,,{115421}
maldonprimaryschool.co.uk,0,1,,{114806}
maletlambert.co.uk,0,1,,{118069}
maletlambert.hull.sch.uk,1,1,hull,{142150}
malinbridgeprimary.co.uk,0,1,,{107100}
mallardprimary.com,0,0,,{134235}
malmesbury.merton.sch.uk,1,1,merton,{132169}
malmesburypark.com,0,0,,"{113725,142354}"
malmesburyprimaryschool.co.uk,0,1,,{139753}
malmesbury-pri.wilts.sch.uk,1,1,wilts,{126338}
malmesbury.towerhamlets.sch.uk,1,1,towerhamlets,{134160}
malmesbury.wilts.sch.uk,1,1,wilts,"{137308,126452}"
maloreesinfants.com,0,0,,{101507}
maloreesjuniorschool.co.uk,0,1,,{101554}
malpasalportpri.cheshire.sch.uk,1,1,cheshire,{111282}
maltbyacademy.com,0,0,,{136042}
maltbylillyhallacademy.com,0,0,,{141729}
maltbymanoracademy.com,0,0,,{141366}
maltbymanorjuniorschool.org.uk,0,1,,{106890}
maltbyredwood.com,0,0,,{140583}
maltby.rotherham.sch.uk,1,1,rotherham,{106952}
maltingsacademy.org,0,0,,{135653}
maltingscollege.co.uk,0,1,,{139433}
maltonprimary.org,0,0,,{121305}
maltonschool.org,0,0,,{121681}
malton-st-marys.n-yorks.sch.uk,1,1,n-yorks,{121653}
malvern-college.co.uk,0,1,,{117017}
malvernparish.co.uk,0,1,,"{144258,116900}"
malvernprimaryschool.co.uk,0,1,,{104427}
malvernstjames.co.uk,0,1,,{117018}
malvernway.herts.sch.uk,1,1,herts,{117133}
malvern-wells.worcs.sch.uk,1,1,worcs,{116902}
malvinsclose.northumberland.sch.uk,1,1,northumberland,{139754}
manaccan.cornwall.sch.uk,1,1,cornwall,{140635}
man.ac.uk,0,1,,{133842}
manadonvale.plymouth.sch.uk,1,1,plymouth,"{113301,143307}"
manbylodge.co.uk,0,1,,{125075}
manchester-academy.org,0,0,,{134224}
manchestercommunicationacademy.com,0,0,,{136105}
manchesterenterpriseacademy.org.uk,0,1,,{135874}
manchesterhealthacademy.org.uk,0,1,,{135875}
manchesterhigh.co.uk,0,1,,{105592}
manchesterhospitalschools.co.uk,0,1,,{105602}
manchesterroad.org.uk,0,1,,{106208}
mandalemill.stockton.sch.uk,1,1,stockton,{130378}
mandeville221.herts.sch.uk,1,1,herts,{117305}
mandeville.bucks.sch.uk,1,1,bucks,{110497}
mandeville.ealing.sch.uk,1,1,ealing,{101968}
mandeville.hackney.sch.uk,1,1,hackney,{100261}
mandeville.herts.sch.uk,1,1,herts,{139159}
manfield.n-yorks.sch.uk,1,1,n-yorks,{121612}
manfordprimary.co.uk,0,1,,{102795}
mangotsfieldprimary.org,0,0,,{109164}
mangotsfieldschool.org.uk,0,1,,{142008}
manhood.w-sussex.sch.uk,1,1,w-sussex,{126073}
manland.herts.sch.uk,1,1,herts,{117103}
manleypark.com,0,0,,{105472}
mannerssutton.com,0,0,,{122611}
manningschool.co.uk,0,1,,{122825}
manningtreehigh.com,0,0,,{137945}
manoracademy.org,0,0,,{141686}
manoracademysale.org,0,0,,{142288}
manor-beach.lancsngfl.ac.uk,0,1,,{119346}
manorbrook.org.uk,0,1,,{130978}
manor-castle.org.uk,0,1,,{107079}
manorceacademy.org,0,0,,{136544}
manorcollege.org.uk,0,1,,{111749}
manorcourt.somerset.sch.uk,1,1,somerset,{139385}
manorcroft.org.uk,0,1,,{139076}
manorcroftschool.co.uk,0,1,,{124953}
manor.devon.sch.uk,1,1,devon,{113255}
manor.e-sussex.sch.uk,1,1,e-sussex,{114437}
manorfarm-inf.bucks.sch.uk,1,1,bucks,{110297}
manorfarmschool.org,0,0,,{110340}
manorfarm.walsall.sch.uk,1,1,walsall,{104253}
manorfieldinfant.co.uk,0,1,,{116055}
manorfield-jun.hants.sch.uk,1,1,hants,{116015}
manorfield.leics.sch.uk,1,1,leics,{120161}
manorfield.norfolk.sch.uk,1,1,norfolk,"{143990,120919}"
manorfieldpri.kgfl.dbprimary.com,0,0,,{107672}
manorfieldprimaryschool.com,0,0,,{100920}
manorfieldschool.org,0,0,,{125930}
manorfields.herts.sch.uk,1,1,herts,{117380}
manorfieldsprimary.co.uk,0,1,,{126265}
manorfield.surrey.sch.uk,1,1,surrey,{134732}
manorgreencollege.org,0,0,,{131193}
manorgreen-college.w-sussex.sch.uk,1,1,w-sussex,{126157}
manorgreenprimary.w-sussex.sch.uk,1,1,w-sussex,{126162}
manorgreenschool.co.uk,0,1,,{110183}
manorhallfirst.w-sussex.sch.uk,1,1,w-sussex,{125911}
manorhallmiddle.w-sussex.sch.uk,1,1,w-sussex,{125912}
manor.havering.sch.uk,1,1,havering,{102305}
manorhigh.leics.sch.uk,1,1,leics,"{137120,120263}"
manorhigh.org.uk,0,1,,{130943}
manorhill.staffs.sch.uk,1,1,staffs,{124131}
manorhouseashby.co.uk,0,1,,{120314}
manorhouse.cheshire.sch.uk,1,1,cheshire,{111236}
manorinfant.co.uk,0,1,,{138242}
manorinfantschool.co.uk,0,1,,{116226}
manorinfants.com,0,0,,{101193}
manor-inf.hants.sch.uk,1,1,hants,{116150}
manor-inf.n-yorks.sch.uk,1,1,n-yorks,{121407}
manorjunior.com,0,0,,{116146}
manorjunior.co.uk,0,1,,{101192}
manor.kent.sch.uk,1,1,kent,"{135178,142591}"
manor-leas-infant.lincs.sch.uk,1,1,lincs,{138149}
manor-leas-junior.lincs.sch.uk,1,1,lincs,"{120437,139470}"
manorlodge.sheffield.sch.uk,1,1,sheffield,"{107101,143799}"
manor-mead.surrey.sch.uk,1,1,surrey,{125473}
manor.newham.sch.uk,1,1,newham,{102729}
manoroakprimaryschool.co.uk,0,1,,"{132063,140450}"
manorpark.bham.sch.uk,1,1,bham,{141977}
manorparkcalverton.co.uk,0,1,,{122625}
manorpark.cheshire.sch.uk,1,1,cheshire,{111237}
manorpark.coventry.sch.uk,1,1,coventry,{103691}
manorpark.dorset.sch.uk,1,1,dorset,{113791}
manorpark.sutton.sch.uk,1,1,sutton,{102976}
manorprep.org,0,0,,{123308}
manorprimary.com,0,0,,{104328}
manorprimary.net,0,0,,{109944}
manorprimaryschool.co.uk,0,1,,{105041}
manor-road.lancsngfl.ac.uk,0,1,,{119318}
manor.sandwell.sch.uk,1,1,sandwell,{104021}
manorschoolbrent.co.uk,0,1,,"{144053,101582}"
manorschool.northants.sch.uk,1,1,northants,"{137613,122119}"
manorsideprimary.co.uk,0,1,,"{141745,101290}"
manor.staffs.sch.uk,1,1,staffs,{124079}
manor.walsall.sch.uk,1,1,walsall,{104210}
manorway.net,0,0,,"{142355,103816}"
mansbridgepri.net,0,0,,{116117}
mansel-inf.southampton.sch.uk,1,1,southampton,{116124}
mansel-jun.southampton.sch.uk,1,1,southampton,{116120}
manselpark.net,0,0,,{131272}
mansel.sheffield.sch.uk,1,1,sheffield,{139137}
mansfieldgreen.ik.org,0,0,,{103387}
mansfieldhighschool.uklinux.net,0,0,,{119718}
mansfieldprimaryacademy.org,0,0,,{138570}
mansheadschool.co.uk,0,1,,{109705}
manstonprimary.co.uk,0,1,,{107940}
manstonstjames.org.uk,0,1,,{138824}
manton.notts.sch.uk,1,1,notts,{132238}
manuden.essex.sch.uk,1,1,essex,{114979}
manwoods.co.uk,0,1,,{136501}
mapacademy.org.uk,0,1,,{137496}
maplecourt.stoke.sch.uk,1,1,stoke,{139228}
maplecross.herts.sch.uk,1,1,herts,{117266}
mapledene.bham.sch.uk,1,1,bham,{134094}
maplefieldsacademy.co.uk,0,1,,{138634}
maplefields.northants.sch.uk,1,1,northants,{131186}
maplegrove.essex.sch.uk,1,1,essex,{114807}
maplegrove.herts.sch.uk,1,1,herts,{135221}
maple.herts.sch.uk,1,1,herts,{117298}
mapleinfants.co.uk,0,1,,{102577}
maplesden.kent.sch.uk,1,1,kent,{137833}
mapletreelowerschool.com,0,0,,{132236}
maplewell.leics.sch.uk,1,1,leics,{120348}
maplewood.bucks.sch.uk,1,1,bucks,{131915}
mapperleycont.derbyshire.sch.uk,1,1,derbyshire,{112836}
mapperleyplains.notts.sch.uk,1,1,notts,{122525}
mappleboroughgreenprimaryschool.co.uk,0,1,,{125640}
mapplewellprimary.org.uk,0,1,,{131949}
mapplewellsprimary.co.uk,0,1,,"{122458,144322}"
marathonschool.com,0,0,,{135901}
marazion.cornwall.sch.uk,1,1,cornwall,{111792}
marcham.oxon.sch.uk,1,1,oxon,{123155}
marchantholliday.co.uk,0,1,,{123920}
marchesschool.co.uk,0,1,,{136979}
marches.shropshire.sch.uk,1,1,shropshire,{123584}
marchwood-inf.hants.sch.uk,1,1,hants,{116299}
marchwoodjuniorschool.org.uk,0,1,,{116073}
march.w-sussex.sch.uk,1,1,w-sussex,{126031}
marden.hereford.sch.uk,1,1,hereford,{140526}
mardenhigh.net,0,0,,{108627}
marden.kent.sch.uk,1,1,kent,{118306}
mardenlodge.org,0,0,,{139915}
marden-lodge.surrey.sch.uk,1,1,surrey,{125114}
mareham.lincs.sch.uk,1,1,lincs,{120576}
marfleetprimaryschool.co.uk,0,1,,"{144671,117801}"
margaretbeaufort.org.uk,0,1,,{136475}
margaret-clitherow-primary.torbay.sch.uk,1,1,torbay,{140768}
margaretroper.croydon.sch.uk,1,1,croydon,{101797}
margaretting.essex.sch.uk,1,1,essex,{115116}
margaretwix.herts.sch.uk,1,1,herts,{117188}
marhamairfield.norfolk.sch.uk,1,1,norfolk,{120900}
marhamchurch.cornwall.sch.uk,1,1,cornwall,{111991}
marhamjunior.norfolk.sch.uk,1,1,norfolk,{120895}
mariafidelis.camden.sch.uk,1,1,camden,{100055}
marianvian.bromley.sch.uk,1,1,bromley,"{142299,101592}"
maricourt.net,0,0,,{104960}
marineacademy.org.uk,0,1,,"{139604,136166}"
marineparkfirst.co.uk,0,1,,{108589}
marineparkprimary.co.uk,0,1,,{108675}
marionrichardson.towerhamlets.sch.uk,1,1,towerhamlets,{100911}
marishacademytrust.co.uk,0,1,,"{139198,138166}"
marish-inf.slough.sch.uk,1,1,slough,{109911}
marist.surrey.sch.uk,1,1,surrey,{125213}
marjon.ac.uk,0,1,,{133866}
marjoriemcclure.org.uk,0,1,,{101697}
markeaton.derby.sch.uk,1,1,derby,{112739}
marketdraytoninfants.co.uk,0,1,,{123382}
marketdraytonjunior.co.uk,0,1,,{123411}
marketfieldschool.com,0,0,,"{143589,115473}"
marketharboroughcofe.co.uk,0,1,,"{141151,120144}"
marketrasen.lincs.sch.uk,1,1,lincs,{120577}
markfirstschool.co.uk,0,1,,"{143332,123811}"
markhall.essex.sch.uk,1,1,essex,{115213}
markington.n-yorks.sch.uk,1,1,n-yorks,{121576}
markland-hill.bolton.sch.uk,1,1,bolton,{105159}
markrutherford.beds.sch.uk,1,1,beds,"{139160,109674}"
marksbury.bathnes.sch.uk,1,1,bathnes,"{144282,109199}"
marksgate-i.bardaglea.org.uk,0,1,,{101210}
marksgate-j.bardaglea.org.uk,0,1,,{101224}
markway.hants.sch.uk,1,1,hants,{116641}
markyate.herts.sch.uk,1,1,herts,{117127}
marland.devon.sch.uk,1,1,devon,{131552}
marlandhillprimary.co.uk,0,1,,{105778}
marlborough.bexley.sch.uk,1,1,bexley,"{144040,101487}"
marlborough.cheshire.sch.uk,1,1,cheshire,"{142561,111027}"
marlboroughcollege.org,0,0,,{126516}
marlborough.cornwall.sch.uk,1,1,cornwall,{111978}
marlborough.hants.sch.uk,1,1,hants,{116143}
marlborough.herts.sch.uk,1,1,herts,{117586}
marlborough.oxon.sch.uk,1,1,oxon,"{138817,123267}"
marlborough.plymouth.sch.uk,1,1,plymouth,"{143891,113306}"
marlboroughprimary.school,0,0,,{102186}
marlboroughprimaryschool.co.uk,0,1,,{108822}
marlborough.rbkc.sch.uk,1,1,rbkc,{100483}
marlboroughroadacademy.co.uk,0,1,,{138417}
marlboroughschool.net,0,0,,{102494}
marlbrookschool.com,0,0,,{116684}
marlcliffe.sheffield.sch.uk,1,1,sheffield,{107000}
marldon-primary.devon.sch.uk,1,1,devon,{113465}
marlfields.cheshire.sch.uk,1,1,cheshire,{111040}
marlfieldsprimary.co.uk,0,1,,{140895}
marling.gloucs.sch.uk,1,1,gloucs,"{115752,137123}"
marloweacademy.co.uk,0,1,,{128340}
marlow-infant.bucks.sch.uk,1,1,bucks,{110433}
marlpoolinfants.co.uk,0,1,,{112562}
marlwood.com,0,0,,{141341}
marnel-inf.hants.sch.uk,1,1,hants,{116023}
marneljuniorschool.com,0,0,,{116017}
marnerprimary.com,0,0,,{100912}
marplehall.stockport.sch.uk,1,1,stockport,{106138}
marpoolprimary.co.uk,0,1,,{113096}
marriott.leicester.sch.uk,1,1,leicester,{120077}
marriotts.herts.sch.uk,1,1,herts,{117534}
marsdeniandnschool.co.uk,0,1,,{107644}
marsdenjunior.co.uk,0,1,,{107675}
marsdenschool.co.uk,0,1,,{119176}
marshacademy.org.uk,0,1,,{135290}
marshallspark.havering.sch.uk,1,1,havering,"{102345,144094}"
marshbaldonschool.co.uk,0,1,,{123131}
marshbrook.staffs.sch.uk,1,1,staffs,{124148}
marshfieldprimary.com,0,0,,{107215}
marshfieldprimary.org.uk,0,1,,{109168}
marshgate.richmond.sch.uk,1,1,richmond,{133728}
marshgibbon.bucks.sch.uk,1,1,bucks,{110411}
marshgreenprimary.com,0,0,,{101211}
marshgreenprimary.co.uk,0,1,,{106403}
marshill.bham.sch.uk,1,1,bham,{103233}
marshland.doncaster.sch.uk,1,1,doncaster,{106690}
marshlandhigh.co.uk,0,1,,{121212}
marshlandprimary.co.uk,0,1,,{121073}
marshlandprimary.norfolk.sch.uk,1,1,norfolk,{142057}
marshlands.e-sussex.sch.uk,1,1,e-sussex,{114442}
marshlandsprimaryschool.co.uk,0,1,,{117937}
marshlands.staffs.sch.uk,1,1,staffs,{124518}
marshlane.derbyshire.sch.uk,1,1,derbyshire,{112544}
marshschool.com,0,0,,{110234}
marshsideprimary.org.uk,0,1,,{104866}
marshwood.dorset.sch.uk,1,1,dorset,{113806}
marstongreeninfantschool.com,0,0,,"{104073,140733}"
marston-middle.oxon.sch.uk,1,1,oxon,{123264}
marstonmontgomery.derbyshire.sch.uk,1,1,derbyshire,{112589}
marstonthorolds.lincs.sch.uk,1,1,lincs,{120605}
marstonvalemiddle.co.uk,0,1,,{139161}
marsworthschool.co.uk,0,1,,{110454}
marthamfirst.norfolk.sch.uk,1,1,norfolk,{120832}
marthamprimary.norfolk.sch.uk,1,1,norfolk,"{136356,134044}"
martindalejmi.herts.sch.uk,1,1,herts,{117241}
martinfrobisher.wakefield.sch.uk,1,1,wakefield,{108148}
martinhigh.org,0,0,,{137828}
martin.leics.sch.uk,1,1,leics,{120255}
martinprimary.barnet.sch.uk,1,1,barnet,{135226}
martinshaw.leics.sch.uk,1,1,leics,{119925}
martinswood.herts.sch.uk,1,1,herts,{117285}
martinwilsonschool.net,0,0,,{123447}
martleshamprimaryacademy.org,0,0,,{142018}
martleshamprimaryschool.onesuffolk.net,0,0,,{124596}
martleyceprimaryschool.co.uk,0,1,,{116831}
martockschool.ik.org,0,0,,{123856}
marton.blackpool.sch.uk,1,1,blackpool,{119348}
marton.cheshire.sch.uk,1,1,cheshire,{111329}
marton-cum-grafton.n-yorks.sch.uk,1,1,n-yorks,{121632}
martongateschool.co.uk,0,1,,{117886}
marton.lincs.sch.uk,1,1,lincs,"{144912,120462}"
martonmanorprimary.co.uk,0,1,,{111597}
marusbridgeprimaryschool.co.uk,0,1,,"{143498,106406}"
marvelslane.lewisham.sch.uk,1,1,lewisham,{100696}
marwood.devon.sch.uk,1,1,devon,{113161}
marwoodschool.org,0,0,,{121495}
marybassett.co.uk,0,1,,{109508}
marydeansprimaryschool.co.uk,0,1,,{113418}
mary-elliot.walsall.sch.uk,1,1,walsall,{104272}
maryelton.co.uk,0,1,,"{143991,109115}"
maryexton.herts.sch.uk,1,1,herts,{117329}
maryhare.org.uk,0,1,,{110180}
mary.havering.sch.uk,1,1,havering,{102354}
maryhill-high.staffs.sch.uk,1,1,staffs,{124405}
maryhowardstandrew.org.uk,0,1,,{124249}
maryland.newham.sch.uk,1,1,newham,{102730}
maryleboneschool.org,0,0,,{140884}
marymag.brent.sch.uk,1,1,brent,{101542}
marymountlondon.com,0,0,,{102615}
marypatersonnurseryschool.co.uk,0,1,,{101106}
maryport-inf.cumbria.sch.uk,1,1,cumbria,{112135}
maryport-jun.cumbria.sch.uk,1,1,cumbria,{112274}
maryswanwick.derbyshire.sch.uk,1,1,derbyshire,"{143578,112666}"
marytavyandbrentorpri.co.uk,0,1,,{113264}
marytowerton.co.uk,0,1,,{110208}
maryvaleprimary.org.uk,0,1,,{103426}
marywebbschool.com,0,0,,{123577}
mascallsacademy.org.uk,0,1,,{136847}
mascalls.kent.sch.uk,1,1,kent,{118911}
maschool.org.uk,0,1,,"{142104,123258}"
masefield.bolton.sch.uk,1,1,bolton,"{143031,105193}"
masham.n-yorks.sch.uk,1,1,n-yorks,{121613}
masonmoorprimary.co.uk,0,1,,{116263}
matchboroughfirst.org.uk,0,1,,"{132821,140309}"
matchinggreenprimaryschool.com,0,0,,{115126}
matherstreet.oldham.sch.uk,1,1,oldham,{105649}
mathildamarks.com,0,0,,{101376}
matleyprimaryschool.co.uk,0,1,,{110753}
matlockallsaints.derbyshire.sch.uk,1,1,derbyshire,"{112838,144068}"
matravers.wilts.sch.uk,1,1,wilts,{126510}
mattersey.notts.sch.uk,1,1,notts,{122655}
matthewarnold.co.uk,0,1,,{104557}
matthew-arnold.surrey.sch.uk,1,1,surrey,"{125263,138765}"
matthewhumberstone.co.uk,0,1,,{118113}
mattishall.norfolk.sch.uk,1,1,norfolk,{132213}
maundene.medway.sch.uk,1,1,medway,{118525}
mauninfantandnurseryschool.co.uk,0,1,,{122667}
mawdesleystpeters.co.uk,0,1,,{119477}
mawgan-in-pydar.org.uk,0,1,,{140897}
mawnan.cornwall.sch.uk,1,1,cornwall,{112002}
mawney.havering.sch.uk,1,1,havering,{131426}
mawsleyschool.co.uk,0,1,,{134211}
maxillachildrenscentre.com,0,0,,{100475}
maybank.staffs.sch.uk,1,1,staffs,{124115}
mayburyprimaryschool.co.uk,0,1,,{140246}
maybury.surrey.sch.uk,1,1,surrey,{125001}
mayesparkprimaryschool.org.uk,0,1,,{131304}
mayfield12.lancsngfl.ac.uk,0,1,,{119284}
mayfield.bham.sch.uk,1,1,bham,{103619}
mayfieldcambridge.org,0,0,,{110666}
mayfieldcep.e-sussex.sch.uk,1,1,e-sussex,{114512}
mayfield.cumbria.sch.uk,1,1,cumbria,{112464}
mayfieldealingschool.org.uk,0,1,,{101877}
mayfieldgirls.org,0,0,,{114627}
mayfield.lancsngfl.ac.uk,0,1,,{119889}
mayfieldmiddle.iow.sch.uk,1,1,iow,{118219}
mayfield.oldham.sch.uk,1,1,oldham,"{105639,142550}"
mayfield.portsmouth.sch.uk,1,1,portsmouth,{116463}
mayfieldprep.co.uk,0,1,,{104265}
mayfieldschool.net,0,0,,{102858}
mayfield-special.torbay.sch.uk,1,1,torbay,{113641}
mayfloweracademy.org,0,0,,{139710}
mayflowerfederation.org.uk,0,1,,"{100817,143344,100795,143342}"
mayflowerhigh.essex.sch.uk,1,1,essex,"{115232,137048}"
mayflower.j2webby.com,0,0,,{120018}
mayflower-pri.essex.sch.uk,1,1,essex,{114747}
mayflower-school.com,0,0,,{135852}
mayflowerspecialistschools.co.uk,0,1,,"{142136,142168}"
mayflower.towerhamlets.sch.uk,1,1,towerhamlets,{100913}
mayhill.hants.sch.uk,1,1,hants,{116075}
maylandsea.essex.sch.uk,1,1,essex,"{142254,115060}"
maynard.co.uk,0,1,,{113608}
maynardsgreen.e-sussex.sch.uk,1,1,e-sussex,{114407}
maypark.bristol.sch.uk,1,1,bristol,{109131}
mayplace.bexley.sch.uk,1,1,bexley,{141114}
mayplace-pri.bexley.sch.uk,1,1,bexley,{101417}
maypole.kent.sch.uk,1,1,kent,{118246}
maytree-nursery.lambeth.sch.uk,1,1,lambeth,{100553}
maytree.southampton.sch.uk,1,1,southampton,{116093}
mayvillehighschool.net,0,0,,{116573}
mayville.waltham.sch.uk,1,1,waltham,"{133525,142713}"
mbhtprimaryschool.org.uk,0,1,,{112841}
mbms.org.uk,0,1,,{108635}
mbrook.brent.sch.uk,1,1,brent,{101524}
mcauley.doncaster.sch.uk,1,1,doncaster,{106810}
mcauley.org.uk,0,1,,{140865}
mcmacademy.co.uk,0,1,,"{142762,135905,135909}"
mcmillanearlychildhoodcentre.co.uk,0,1,,{102365}
mcmillannurseryschool.co.uk,0,1,,{117692}
mcpacademy.co.uk,0,1,,{140482}
mcpa.org.uk,0,1,,{139866}
mcsbrent.co.uk,0,1,,{140862}
mcstudio.co.uk,0,1,,{141107}
mdcp.org.uk,0,1,,{120398}
mdtc.co,0,0,,{120713}
mdx.ac.uk,0,1,,{133850}
meadfurlongschool.co.uk,0,1,,{110373}
meadgateprimary.com,0,0,,"{140375,115032}"
mead.havering.sch.uk,1,1,havering,{102322}
meadlands.richmond.sch.uk,1,1,richmond,{102893}
meadowbank.stockport.sch.uk,1,1,stockport,{135008}
meadowbank.wigan.sch.uk,1,1,wigan,{106425}
meadowbrookmontessori.org,0,0,,{110172}
meadowbrookprimary.co.uk,0,1,,"{133408,141618}"
meadow.cheshire.sch.uk,1,1,cheshire,{111235}
meadowcommunity.co.uk,0,1,,"{138173,119990}"
meadowcroftinfantschool.co.uk,0,1,,{125065}
meadowcroftschool.com,0,0,,{135216}
meadowdale.info,0,0,,{138346}
meadowdale.leics.sch.uk,1,1,leics,{132010}
meadowdale.northumberland.sch.uk,1,1,northumberland,{138078}
meadowfarmschool.co.uk,0,1,,{112752}
meadowfieldclc.org,0,0,,{134516}
meadowfield.kent.sch.uk,1,1,kent,{134783}
meadowgate.cambs.sch.uk,1,1,cambs,"{110949,144055}"
meadowgate.lewisham.sch.uk,1,1,lewisham,{100764}
meadowgreen.worcs.sch.uk,1,1,worcs,{116763}
meadowheadinfants.co.uk,0,1,,{119122}
meadowheadjuniors.co.uk,0,1,,{119121}
meadowhead.sheffield.sch.uk,1,1,sheffield,{138545}
meadowhighschool.org,0,0,,{102462}
meadowlane.notts.sch.uk,1,1,notts,{122544}
meadowparkacademy.org,0,0,,{138372}
meadowparkschool.co.uk,0,1,,{130321}
meadowprimary.co.uk,0,1,,{135383}
meadowsidecpschool.co.uk,0,1,,{110973}
meadowsidejunior.ik.org,0,0,,{121801}
meadowside.n-yorks.sch.uk,1,1,n-yorks,"{144168,121443}"
meadowsideprimary.org,0,0,,{121901}
meadowsideschool.co.uk,0,1,,{131782}
meadowsprimary.co.uk,0,1,,{124102}
meadowsprimary.org,0,0,,{103296}
meadowsprimaryschool.taw.org.uk,0,1,,{134999}
meadows.shropshire.sch.uk,1,1,shropshire,{123452}
meadow.suffolk.sch.uk,1,1,suffolk,{124636}
meadows.worcs.sch.uk,1,1,worcs,{116662}
meadowvaleprimary.co.uk,0,1,,{109942}
meadowviewprimary.co.uk,0,1,,{106846}
meadow-view.walsall.sch.uk,1,1,walsall,{104217}
meadroad.bromley.sch.uk,1,1,bromley,"{142033,101603}"
meads.e-sussex.sch.uk,1,1,e-sussex,{114576}
meads.luton.sch.uk,1,1,luton,{109558}
meadsteadprimaryacademy.org,0,0,,{139132}
mead.surrey.sch.uk,1,1,surrey,{124959}
meads.w-sussex.sch.uk,1,1,w-sussex,{125964}
meadvaleprimary.co.uk,0,1,,{109112}
meanwood.rochdale.sch.uk,1,1,rochdale,{105773}
meanwoodschool.co.uk,0,1,,{108046}
meareprimary.co.uk,0,1,,{123653}
mearsashby.northants.sch.uk,1,1,northants,{122026}
meashamschool.org,0,0,,"{139097,120146}"
meathgreeninfant.org,0,0,,{125083}
meathschool.org.uk,0,1,,{125478}
meavy.devon.sch.uk,1,1,devon,"{143192,113480}"
medenschool.co.uk,0,1,,"{138411,122845}"
media-arts.brighton-hove.sch.uk,1,1,brighton-hove,{131777}
medinahouseschool.co.uk,0,1,,{118228}
medina.iow.sch.uk,1,1,iow,"{136010,118217}"
medinaprimary.co.uk,0,1,,{116195}
medlar-wesham.lancsngfl.ac.uk,0,1,,{119553}
medlock.manchester.sch.uk,1,1,manchester,{105483}
medlockvalley.oldham.sch.uk,1,1,oldham,{133710}
medmerryschool.co.uk,0,1,,{137370}
medmerry.w-sussex.sch.uk,1,1,w-sussex,{125926}
medstead.hants.sch.uk,1,1,hants,{116300}
medway.leicester.sch.uk,1,1,leicester,{120108}
medway.org.uk,0,1,,"{142157,118424,118580,118640,118432,118492,118417,118527,118236,118326,118567,118729,118430,118428,118435,118422,118642,118440,118556,118316,118814,118521}"
meechingvalley.e-sussex.sch.uk,1,1,e-sussex,{114440}
meersbrookbank.sheffield.sch.uk,1,1,sheffield,{107002}
meirheathprimary.org.uk,0,1,,"{124145,143350}"
melbourne-inf.derbyshire.sch.uk,1,1,derbyshire,{112594}
melbourne-jun.derbyshire.sch.uk,1,1,derbyshire,{112593}
melbourneprimary.org.uk,0,1,,{117873}
melbournprimaryschool.org.uk,0,1,,{110614}
melburyprimary.co.uk,0,1,,{122426}
melchetcourt.com,0,0,,{116584}
melcombeprimary.weebly.com,0,0,,{100334}
meldreth.cambs.sch.uk,1,1,cambs,{110615}
melior.org.uk,0,1,,{139059}
melkshamoak.wilts.sch.uk,1,1,wilts,"{126448,141911}"
melland.manchester.sch.uk,1,1,manchester,{138532}
mellersprimary.co.uk,0,1,,{122481}
melling.lancs.sch.uk,1,1,lancs,{119536}
mellingprimaryschool.co.uk,0,1,,{104889}
